Crime Type,Loss Amount,State/Territory,Year
Charity,$40,Connecticut,2019
Civil Matter,"$265,000",Connecticut,2019
Confidence Fraud/Romance,"$2,039,276",Connecticut,2019
Corporate Data Breach,"$4,243,711",Connecticut,2019
Credit Card Fraud,"$83,308",Connecticut,2019
Crimes Against Children,$0,Connecticut,2019
Criminal Forums,$0,Connecticut,2019
Denial of Service/TDos,$0,Connecticut,2019
Employment,"$521,612",Connecticut,2019
Extortion,"$20,148",Connecticut,2019
Gambling,$0,Connecticut,2019
Government Impersonation,"$43,180",Connecticut,2019
Hacktivist,$0,Connecticut,2019
Harassment/Threats of Violence,$20,Connecticut,2019
Health Care Related,$0,Connecticut,2019
IPR/Copyright and Counterfeit,"$101,050",Connecticut,2019
Identity Theft,"$261,036",Connecticut,2019
Investment,"$6,058,878",Connecticut,2019
Lottery/Sweepstakes/Inheritance,"$596,153",Connecticut,2019
Malware/Scareware/Virus,$760,Connecticut,2019
Misrepresentation,"$104,674",Connecticut,2019
No Lead Value,$0,Connecticut,2019
Non-payment/Non-Delivery,"$1,192,258",Connecticut,2019
Other,"$1,500",Connecticut,2019
Overpayment,"$380,254",Connecticut,2019
Personal Data Breach,"$759,069",Connecticut,2019
Phishing/Vishing/Smishing/Pharming,"$18,400",Connecticut,2019
Ransomware,$0,Connecticut,2019
Re-shipping,"$21,375",Connecticut,2019
Real Estate/Rental,"$1,090,067",Connecticut,2019
Spoofing,"$481,793",Connecticut,2019
Tech Support,"$61,712",Connecticut,2019
Terrorism,$0,Connecticut,2019
Social Media,"$242,100",Connecticut,2019
Virtual Currency,"$6,061,182",Connecticut,2019
Advanced Fee,"$160,957",Delaware,2019
BEC/EAC,"$571,019",Delaware,2019
Charity,$0,Delaware,2019
Civil Matter,$350,Delaware,2019
Confidence Fraud/Romance,"$254,114",Delaware,2019
Corporate Data Breach,"$1,999",Delaware,2019
Credit Card Fraud,"$234,415",Delaware,2019
Crimes Against Children,$0,Delaware,2019
Criminal Forums,$0,Delaware,2019
Denial of Service/TDos,$0,Delaware,2019
Employment,"$119,742",Delaware,2019
Extortion,"$6,335",Delaware,2019
Gambling,$0,Delaware,2019
Government Impersonation,"$1,529",Delaware,2019
Hacktivist,$0,Delaware,2019
Harassment/Threats of Violence,$156,Delaware,2019
Health Care Related,$130,Delaware,2019
IPR/Copyright and Counterfeit,$339,Delaware,2019
Identity Theft,"$55,843",Delaware,2019
Investment,"$700,511",Delaware,2019
Lottery/Sweepstakes/Inheritance,"$115,550",Delaware,2019
Malware/Scareware/Virus,$364,Delaware,2019
Misrepresentation,"$23,508",Delaware,2019
No Lead Value,$0,Delaware,2019
Non-payment/Non-Delivery,"$623,884",Delaware,2019
Other,"$1,921",Delaware,2019
Overpayment,"$30,884",Delaware,2019
Personal Data Breach,"$132,669",Delaware,2019
Phishing/Vishing/Smishing/Pharming,"$332,194",Delaware,2019
Ransomware,$0,Delaware,2019
Re-shipping,"$3,945",Delaware,2019
Real Estate/Rental,"$17,920",Delaware,2019
Spoofing,"$93,075",Delaware,2019
Tech Support,"$13,330",Delaware,2019
Terrorism,$0,Delaware,2019
Social Media,"$100,654",Delaware,2019
Virtual Currency,"$59,700",Delaware,2019
Advanced Fee,"$1,784,008",District of Columbia,2019
BEC/EAC,"$1,018,705",District of Columbia,2019
Charity,$0,District of Columbia,2019
Civil Matter,"$400,000",District of Columbia,2019
Confidence Fraud/Romance,"$660,191",District of Columbia,2019
Corporate Data Breach,"$32,470",District of Columbia,2019
Credit Card Fraud,"$151,405",District of Columbia,2019
Crimes Against Children,$0,District of Columbia,2019
Criminal Forums,$0,District of Columbia,2019
Denial of Service/TDos,$0,District of Columbia,2019
Employment,"$49,050",District of Columbia,2019
Extortion,"$1,138,317",District of Columbia,2019
Gambling,$0,District of Columbia,2019
Government Impersonation,"$1,713,480",District of Columbia,2019
Hacktivist,$0,District of Columbia,2019
Harassment/Threats of Violence,"$6,525",District of Columbia,2019
Health Care Related,$100,District of Columbia,2019
IPR/Copyright and Counterfeit,"$2,175",District of Columbia,2019
Identity Theft,"$222,919",District of Columbia,2019
Investment,"$946,926",District of Columbia,2019
Lottery/Sweepstakes/Inheritance,"$791,595",District of Columbia,2019
Malware/Scareware/Virus,$0,District of Columbia,2019
Misrepresentation,"$353,704",District of Columbia,2019
No Lead Value,$0,District of Columbia,2019
Non-payment/Non-Delivery,"$523,599",District of Columbia,2019
Other,"$28,000",District of Columbia,2019
Overpayment,"$22,970",District of Columbia,2019
Personal Data Breach,"$164,569",District of Columbia,2019
Phishing/Vishing/Smishing/Pharming,"$265,414",District of Columbia,2019
Ransomware,"$400,000",District of Columbia,2019
Re-shipping,$0,District of Columbia,2019
Real Estate/Rental,"$814,231",District of Columbia,2019
Spoofing,"$986,410",District of Columbia,2019
Tech Support,"$80,676",District of Columbia,2019
Terrorism,$0,District of Columbia,2019
Social Media,"$84,974",District of Columbia,2019
Virtual Currency,"$51,693",District of Columbia,2019
Advanced Fee,"$8,106,222",Florida,2019
BEC/EAC,"$16,137,317",Florida,2019
Charity,"$10,296",Florida,2019
Civil Matter,"$2,685,780",Florida,2019
Confidence Fraud/Romance,"$22,383,927",Florida,2019
Corporate Data Breach,"$425,151",Florida,2019
Credit Card Fraud,"$5,488,772",Florida,2019
Crimes Against Children,$0,Florida,2019
Criminal Forums,$0,Florida,2019
Denial of Service/TDos,$0,Florida,2019
Employment,"$3,580,449",Florida,2019
Extortion,"$2,858,065",Florida,2019
Gambling,"$558,828",Florida,2019
Government Impersonation,"$3,374,016",Florida,2019
Hacktivist,$0,Florida,2019
Harassment/Threats of Violence,"$2,166,952",Florida,2019
Health Care Related,"$38,049",Florida,2019
IPR/Copyright and Counterfeit,"$357,455",Florida,2019
Identity Theft,"$4,621,110",Florida,2019
Investment,"$8,093,851",Florida,2019
Lottery/Sweepstakes/Inheritance,"$4,937,487",Florida,2019
Malware/Scareware/Virus,"$137,603",Florida,2019
Misrepresentation,"$942,721",Florida,2019
No Lead Value,$0,Florida,2019
Non-payment/Non-Delivery,"$15,321,905",Florida,2019
Other,"$502,757",Florida,2019
Overpayment,"$3,186,244",Florida,2019
Personal Data Breach,"$4,457,443",Florida,2019
Phishing/Vishing/Smishing/Pharming,"$1,075,544",Florida,2019
Ransomware,$0,Florida,2019
Re-shipping,"$265,427",Florida,2019
Real Estate/Rental,"$6,446,881",Florida,2019
Spoofing,"$8,331,793",Florida,2019
Tech Support,"$2,789,293",Florida,2019
Terrorism,$0,Florida,2019
Social Media,"$3,833,293",Florida,2019
Virtual Currency,"$1,937,365",Florida,2019
Advanced Fee,"$2,960,544",Georgia,2019
BEC/EAC,"$10,833,749",Georgia,2019
Charity,"$1,295",Georgia,2019
Civil Matter,"$10,640,425",Georgia,2019
Confidence Fraud/Romance,"$9,223,919",Georgia,2019
Corporate Data Breach,"$449,085",Georgia,2019
Credit Card Fraud,"$3,716,784",Georgia,2019
Crimes Against Children,$0,Georgia,2019
Criminal Forums,$0,Georgia,2019
Denial of Service/TDos,$0,Georgia,2019
Employment,"$1,950,734",Georgia,2019
Extortion,"$600,076",Georgia,2019
Gambling,$0,Georgia,2019
Government Impersonation,"$1,063,662",Georgia,2019
Hacktivist,$0,Georgia,2019
Harassment/Threats of Violence,"$1,285,178",Georgia,2019
Health Care Related,"$308,000",Georgia,2019
IPR/Copyright and Counterfeit,"$80,701",Georgia,2019
Identity Theft,"$1,830,355",Georgia,2019
Investment,"$2,791,164",Georgia,2019
Lottery/Sweepstakes/Inheritance,"$1,711,327",Georgia,2019
Malware/Scareware/Virus,"$2,000",Georgia,2019
Misrepresentation,"$493,665",Georgia,2019
No Lead Value,$0,Georgia,2019
Non-payment/Non-Delivery,"$4,914,827",Georgia,2019
Other,"$5,006,322",Georgia,2019
Overpayment,"$1,410,728",Georgia,2019
Personal Data Breach,"$1,647,187",Georgia,2019
Phishing/Vishing/Smishing/Pharming,"$554,424",Georgia,2019
Ransomware,$0,Georgia,2019
Re-shipping,"$901,037",Georgia,2019
Real Estate/Rental,"$3,473,682",Georgia,2019
Spoofing,"$2,671,727",Georgia,2019
Tech Support,"$213,761",Georgia,2019
Terrorism,$0,Georgia,2019
Social Media,"$1,488,529",Georgia,2019
Virtual Currency,"$545,887",Georgia,2019
Advanced Fee,$0,Guam,2019
BEC/EAC,$0,Guam,2019
Charity,$0,Guam,2019
Civil Matter,$0,Guam,2019
Confidence Fraud/Romance,"$14,414",Guam,2019
Corporate Data Breach,$0,Guam,2019
Credit Card Fraud,$240,Guam,2019
Crimes Against Children,$0,Guam,2019
Criminal Forums,$0,Guam,2019
Denial of Service/TDos,$0,Guam,2019
Employment,$0,Guam,2019
Extortion,"$14,414",Guam,2019
Gambling,$0,Guam,2019
Government Impersonation,$0,Guam,2019
Hacktivist,$0,Guam,2019
Harassment/Threats of Violence,"$14,414",Guam,2019
Health Care Related,$0,Guam,2019
IPR/Copyright and Counterfeit,$0,Guam,2019
Identity Theft,$240,Guam,2019
Investment,$0,Guam,2019
Lottery/Sweepstakes/Inheritance,$270,Guam,2019
Malware/Scareware/Virus,$0,Guam,2019
Misrepresentation,$90,Guam,2019
No Lead Value,$0,Guam,2019
Non-payment/Non-Delivery,$90,Guam,2019
Other,$0,Guam,2019
Overpayment,$0,Guam,2019
Personal Data Breach,$270,Guam,2019
Phishing/Vishing/Smishing/Pharming,$0,Guam,2019
Ransomware,$0,Guam,2019
Re-shipping,$0,Guam,2019
Real Estate/Rental,$0,Guam,2019
Spoofing,$0,Guam,2019
Tech Support,$0,Guam,2019
Terrorism,$0,Guam,2019
Social Media,$270,Guam,2019
Virtual Currency,$0,Guam,2019
Advanced Fee,"$48,096",Hawaii,2019
BEC/EAC,"$102,379",Hawaii,2019
Charity,$0,Hawaii,2019
Civil Matter,$80,Hawaii,2019
Confidence Fraud/Romance,"$3,155,596",Hawaii,2019
Corporate Data Breach,$0,Hawaii,2019
Credit Card Fraud,"$118,923",Hawaii,2019
Crimes Against Children,$0,Hawaii,2019
Criminal Forums,$0,Hawaii,2019
Denial of Service/TDos,$0,Hawaii,2019
Employment,"$30,380",Hawaii,2019
Extortion,"$24,022",Hawaii,2019
Gambling,$0,Hawaii,2019
Government Impersonation,"$1,050",Hawaii,2019
Hacktivist,$0,Hawaii,2019
Harassment/Threats of Violence,"$1,119",Hawaii,2019
Health Care Related,$0,Hawaii,2019
IPR/Copyright and Counterfeit,$0,Hawaii,2019
Identity Theft,"$286,575",Hawaii,2019
Investment,"$786,599",Hawaii,2019
Lottery/Sweepstakes/Inheritance,$850,Hawaii,2019
Malware/Scareware/Virus,$0,Hawaii,2019
Misrepresentation,"$4,950",Hawaii,2019
No Lead Value,$0,Hawaii,2019
Non-payment/Non-Delivery,"$135,277",Hawaii,2019
Other,"$3,811",Hawaii,2019
Overpayment,"$24,472",Hawaii,2019
Personal Data Breach,"$348,343",Hawaii,2019
Phishing/Vishing/Smishing/Pharming,"$3,150",Hawaii,2019
Ransomware,$0,Hawaii,2019
Re-shipping,$0,Hawaii,2019
Real Estate/Rental,"$106,938",Hawaii,2019
Spoofing,"$7,178",Hawaii,2019
Tech Support,"$17,000",Hawaii,2019
Terrorism,$0,Hawaii,2019
Social Media,"$7,915",Hawaii,2019
Virtual Currency,"$5,740",Hawaii,2019
Advanced Fee,"$66,814",Idaho,2019
BEC/EAC,"$120,470",Idaho,2019
Charity,$0,Idaho,2019
Civil Matter,$0,Idaho,2019
Confidence Fraud/Romance,"$952,025",Idaho,2019
Corporate Data Breach,$0,Idaho,2019
Credit Card Fraud,"$5,174",Idaho,2019
Crimes Against Children,$0,Idaho,2019
Criminal Forums,$0,Idaho,2019
Denial of Service/TDos,$0,Idaho,2019
Employment,"$120,265",Idaho,2019
Extortion,$800,Idaho,2019
Gambling,$0,Idaho,2019
Government Impersonation,$100,Idaho,2019
Hacktivist,$0,Idaho,2019
Harassment/Threats of Violence,"$24,000",Idaho,2019
Health Care Related,$200,Idaho,2019
IPR/Copyright and Counterfeit,"$21,605",Idaho,2019
Identity Theft,"$39,823",Idaho,2019
Investment,"$2,698,496",Idaho,2019
Lottery/Sweepstakes/Inheritance,"$6,372",Idaho,2019
Malware/Scareware/Virus,$0,Idaho,2019
Misrepresentation,"$26,195",Idaho,2019
No Lead Value,$0,Idaho,2019
Non-payment/Non-Delivery,"$313,391",Idaho,2019
Other,"$1,353",Idaho,2019
Overpayment,"$160,870",Idaho,2019
Personal Data Breach,"$86,333",Idaho,2019
Phishing/Vishing/Smishing/Pharming,"$44,934",Idaho,2019
Ransomware,$0,Idaho,2019
Re-shipping,$0,Idaho,2019
Real Estate/Rental,"$13,569",Idaho,2019
Spoofing,"$156,853",Idaho,2019
Tech Support,"$1,402,877",Idaho,2019
Terrorism,$0,Idaho,2019
Social Media,"$682,670",Idaho,2019
Virtual Currency,"$4,057,931",Idaho,2019
Advanced Fee,"$3,491,057",Illinois,2019
BEC/EAC,"$27,384,565",Illinois,2019
Charity,"$2,275",Illinois,2019
Civil Matter,"$233,384",Illinois,2019
Confidence Fraud/Romance,"$8,254,077",Illinois,2019
Corporate Data Breach,$100,Illinois,2019
Credit Card Fraud,"$1,696,106",Illinois,2019
Crimes Against Children,$300,Illinois,2019
Criminal Forums,$0,Illinois,2019
Denial of Service/TDos,"$1,850",Illinois,2019
Employment,"$327,293",Illinois,2019
Extortion,"$743,084",Illinois,2019
Gambling,"$4,006",Illinois,2019
Government Impersonation,"$956,726",Illinois,2019
Hacktivist,$0,Illinois,2019
Harassment/Threats of Violence,"$165,347",Illinois,2019
Health Care Related,"$177,700",Illinois,2019
IPR/Copyright and Counterfeit,"$18,191",Illinois,2019
Identity Theft,"$1,981,765",Illinois,2019
Investment,"$652,981",Illinois,2019
Lottery/Sweepstakes/Inheritance,"$949,844",Illinois,2019
Malware/Scareware/Virus,"$1,000",Illinois,2019
Misrepresentation,"$52,319",Illinois,2019
No Lead Value,$0,Illinois,2019
Non-payment/Non-Delivery,"$2,779,452",Illinois,2019
Other,"$202,943",Illinois,2019
Overpayment,"$863,282",Illinois,2019
Personal Data Breach,"$2,168,089",Illinois,2019
Phishing/Vishing/Smishing/Pharming,"$278,834",Illinois,2019
Ransomware,$170,Illinois,2019
Re-shipping,"$9,333",Illinois,2019
Real Estate/Rental,"$4,340,120",Illinois,2019
Spoofing,"$1,482,596",Illinois,2019
Tech Support,"$294,028",Illinois,2019
Terrorism,$0,Illinois,2019
Social Media,"$792,309",Illinois,2019
Virtual Currency,"$429,248",Illinois,2019
Advanced Fee,"$829,082",Indiana,2019
BEC/EAC,"$217,644,350",Indiana,2019
Charity,"$2,430",Indiana,2019
Civil Matter,"$3,580,000",Indiana,2019
Confidence Fraud/Romance,"$4,038,798",Indiana,2019
Corporate Data Breach,$0,Indiana,2019
Credit Card Fraud,"$182,166",Indiana,2019
Crimes Against Children,"$75,000",Indiana,2019
Criminal Forums,$0,Indiana,2019
Denial of Service/TDos,$850,Indiana,2019
Employment,"$253,315",Indiana,2019
Extortion,"$47,533",Indiana,2019
Gambling,$0,Indiana,2019
Government Impersonation,"$49,060",Indiana,2019
Hacktivist,$0,Indiana,2019
Harassment/Threats of Violence,"$84,901",Indiana,2019
Health Care Related,$0,Indiana,2019
IPR/Copyright and Counterfeit,"$12,393",Indiana,2019
Identity Theft,"$121,350",Indiana,2019
Investment,"$447,650",Indiana,2019
Lottery/Sweepstakes/Inheritance,"$436,177",Indiana,2019
Malware/Scareware/Virus,$180,Indiana,2019
Misrepresentation,"$278,016",Indiana,2019
No Lead Value,$0,Indiana,2019
Non-payment/Non-Delivery,"$2,937,107",Indiana,2019
Other,"$519,064",Indiana,2019
Overpayment,"$296,120",Indiana,2019
Personal Data Breach,"$177,736",Indiana,2019
Phishing/Vishing/Smishing/Pharming,"$439,850",Indiana,2019
Ransomware,$0,Indiana,2019
Re-shipping,"$1,700",Indiana,2019
Real Estate/Rental,"$389,027",Indiana,2019
Spoofing,"$2,989,379",Indiana,2019
Tech Support,"$28,402",Indiana,2019
Terrorism,$0,Indiana,2019
Social Media,"$1,459,842",Indiana,2019
Virtual Currency,"$101,067",Indiana,2019
Advanced Fee,"$156,895",Iowa,2019
BEC/EAC,"$273,986",Iowa,2019
Charity,$0,Iowa,2019
Civil Matter,$883,Iowa,2019
Confidence Fraud/Romance,"$265,899",Iowa,2019
Corporate Data Breach,$0,Iowa,2019
Credit Card Fraud,"$67,145",Iowa,2019
Crimes Against Children,$0,Iowa,2019
Criminal Forums,$0,Iowa,2019
Denial of Service/TDos,$0,Iowa,2019
Employment,"$92,960",Iowa,2019
Extortion,"$37,326",Iowa,2019
Gambling,$0,Iowa,2019
Government Impersonation,"$200,000",Iowa,2019
Hacktivist,$0,Iowa,2019
Harassment/Threats of Violence,$0,Iowa,2019
Health Care Related,$0,Iowa,2019
IPR/Copyright and Counterfeit,"$2,387",Iowa,2019
Identity Theft,"$71,166",Iowa,2019
Investment,"$2,850",Iowa,2019
Lottery/Sweepstakes/Inheritance,"$151,432",Iowa,2019
Malware/Scareware/Virus,$0,Iowa,2019
Misrepresentation,"$117,712",Iowa,2019
No Lead Value,$0,Iowa,2019
Non-payment/Non-Delivery,"$1,019,928",Iowa,2019
Other,"$3,182,100",Iowa,2019
Overpayment,"$201,635",Iowa,2019
Personal Data Breach,"$43,734",Iowa,2019
Phishing/Vishing/Smishing/Pharming,"$30,700",Iowa,2019
Ransomware,$0,Iowa,2019
Re-shipping,$0,Iowa,2019
Real Estate/Rental,"$374,161",Iowa,2019
Spoofing,"$317,482",Iowa,2019
Tech Support,"$68,415",Iowa,2019
Terrorism,$0,Iowa,2019
Social Media,"$48,515",Iowa,2019
Virtual Currency,"$16,711",Iowa,2019
Advanced Fee,"$104,942",Kansas,2019
BEC/EAC,"$1,459,154",Kansas,2019
Charity,$0,Kansas,2019
Civil Matter,"$155,850",Kansas,2019
Confidence Fraud/Romance,"$4,107,243",Kansas,2019
Corporate Data Breach,"$997,830",Kansas,2019
Credit Card Fraud,"$64,002",Kansas,2019
Crimes Against Children,"$108,000",Kansas,2019
Criminal Forums,$0,Kansas,2019
Denial of Service/TDos,"$1,300",Kansas,2019
Employment,"$47,301",Kansas,2019
Extortion,"$12,250",Kansas,2019
Gambling,"$2,999",Kansas,2019
Government Impersonation,$50,Kansas,2019
Hacktivist,$0,Kansas,2019
Harassment/Threats of Violence,$750,Kansas,2019
Health Care Related,$0,Kansas,2019
IPR/Copyright and Counterfeit,$323,Kansas,2019
Identity Theft,"$615,708",Kansas,2019
Investment,"$3,439,700",Kansas,2019
Lottery/Sweepstakes/Inheritance,"$57,068",Kansas,2019
Malware/Scareware/Virus,$0,Kansas,2019
Misrepresentation,"$85,163",Kansas,2019
No Lead Value,$0,Kansas,2019
Non-payment/Non-Delivery,"$4,449,288",Kansas,2019
Other,"$1,900",Kansas,2019
Overpayment,"$67,642",Kansas,2019
Personal Data Breach,"$461,442",Kansas,2019
Phishing/Vishing/Smishing/Pharming,"$61,409",Kansas,2019
Ransomware,$0,Kansas,2019
Re-shipping,$0,Kansas,2019
Real Estate/Rental,"$92,295",Kansas,2019
Spoofing,"$125,972",Kansas,2019
Tech Support,"$51,671",Kansas,2019
Terrorism,$0,Kansas,2019
Social Media,"$3,448,527",Kansas,2019
Virtual Currency,"$23,900",Kansas,2019
Advanced Fee,"$107,629",Kentucky,2019
BEC/EAC,"$1,054,885",Kentucky,2019
Charity,$0,Kentucky,2019
Civil Matter,"$20,104",Kentucky,2019
Confidence Fraud/Romance,"$1,431,509",Kentucky,2019
Corporate Data Breach,$0,Kentucky,2019
Credit Card Fraud,"$44,662",Kentucky,2019
Crimes Against Children,$0,Kentucky,2019
Criminal Forums,$0,Kentucky,2019
Denial of Service/TDos,$0,Kentucky,2019
Employment,"$31,314",Kentucky,2019
Extortion,"$16,875",Kentucky,2019
Gambling,$100,Kentucky,2019
Government Impersonation,"$28,150",Kentucky,2019
Hacktivist,$0,Kentucky,2019
Harassment/Threats of Violence,"$5,575",Kentucky,2019
Health Care Related,$0,Kentucky,2019
IPR/Copyright and Counterfeit,$273,Kentucky,2019
Identity Theft,"$154,805",Kentucky,2019
Investment,"$125,666",Kentucky,2019
Lottery/Sweepstakes/Inheritance,"$42,468",Kentucky,2019
Malware/Scareware/Virus,$0,Kentucky,2019
Misrepresentation,"$9,516",Kentucky,2019
No Lead Value,$0,Kentucky,2019
Non-payment/Non-Delivery,"$1,614,043",Kentucky,2019
Other,"$5,325",Kentucky,2019
Overpayment,"$274,737",Kentucky,2019
Personal Data Breach,"$42,389",Kentucky,2019
Phishing/Vishing/Smishing/Pharming,"$8,974",Kentucky,2019
Ransomware,$0,Kentucky,2019
Re-shipping,$0,Kentucky,2019
Real Estate/Rental,"$277,478",Kentucky,2019
Spoofing,"$245,900",Kentucky,2019
Tech Support,"$46,069",Kentucky,2019
Terrorism,$0,Kentucky,2019
Social Media,"$272,490",Kentucky,2019
Virtual Currency,"$118,776",Kentucky,2019
Advanced Fee,"$82,698",Louisiana,2019
BEC/EAC,"$684,279",Louisiana,2019
Charity,$0,Louisiana,2019
Civil Matter,"$73,998",Louisiana,2019
Confidence Fraud/Romance,"$2,306,502",Louisiana,2019
Corporate Data Breach,"$102,237",Louisiana,2019
Credit Card Fraud,"$718,349",Louisiana,2019
Crimes Against Children,$0,Louisiana,2019
Criminal Forums,$0,Louisiana,2019
Denial of Service/TDos,$0,Louisiana,2019
Employment,"$122,205",Louisiana,2019
Extortion,"$10,835",Louisiana,2019
Gambling,$0,Louisiana,2019
Government Impersonation,"$18,640",Louisiana,2019
Hacktivist,$0,Louisiana,2019
Harassment/Threats of Violence,"$33,290",Louisiana,2019
Health Care Related,$135,Louisiana,2019
IPR/Copyright and Counterfeit,"$18,353",Louisiana,2019
Identity Theft,"$64,556",Louisiana,2019
Investment,"$167,830",Louisiana,2019
Lottery/Sweepstakes/Inheritance,"$56,166",Louisiana,2019
Malware/Scareware/Virus,$25,Louisiana,2019
Misrepresentation,"$22,772",Louisiana,2019
No Lead Value,$0,Louisiana,2019
Non-payment/Non-Delivery,"$442,600",Louisiana,2019
Other,"$2,319",Louisiana,2019
Overpayment,"$97,232",Louisiana,2019
Personal Data Breach,"$249,421",Louisiana,2019
Phishing/Vishing/Smishing/Pharming,"$3,327",Louisiana,2019
Ransomware,$0,Louisiana,2019
Re-shipping,"$3,000",Louisiana,2019
Real Estate/Rental,"$298,020",Louisiana,2019
Spoofing,"$242,234",Louisiana,2019
Tech Support,"$15,280",Louisiana,2019
Terrorism,$0,Louisiana,2019
Social Media,"$1,004,802",Louisiana,2019
Virtual Currency,"$178,750",Louisiana,2019
Advanced Fee,"$115,488",Maine,2019
BEC/EAC,"$378,163",Maine,2019
Charity,$0,Maine,2019
Civil Matter,$150,Maine,2019
Confidence Fraud/Romance,"$126,347",Maine,2019
Corporate Data Breach,$0,Maine,2019
Credit Card Fraud,"$24,796",Maine,2019
Crimes Against Children,$0,Maine,2019
Criminal Forums,$0,Maine,2019
Denial of Service/TDos,$0,Maine,2019
Employment,"$8,505",Maine,2019
Extortion,"$26,400",Maine,2019
Gambling,$0,Maine,2019
Government Impersonation,$0,Maine,2019
Hacktivist,$0,Maine,2019
Harassment/Threats of Violence,$0,Maine,2019
Health Care Related,$0,Maine,2019
IPR/Copyright and Counterfeit,"$3,350",Maine,2019
Identity Theft,"$252,772",Maine,2019
Investment,"$6,860",Maine,2019
Lottery/Sweepstakes/Inheritance,"$114,150",Maine,2019
Malware/Scareware/Virus,$0,Maine,2019
Misrepresentation,"$7,234",Maine,2019
No Lead Value,$0,Maine,2019
Non-payment/Non-Delivery,"$635,939",Maine,2019
Other,"$57,656",Maine,2019
Overpayment,"$19,103",Maine,2019
Personal Data Breach,"$246,562",Maine,2019
Phishing/Vishing/Smishing/Pharming,"$1,075",Maine,2019
Ransomware,"$9,818",Maine,2019
Re-shipping,$0,Maine,2019
Real Estate/Rental,"$363,064",Maine,2019
Spoofing,"$493,235",Maine,2019
Tech Support,"$3,443",Maine,2019
Terrorism,$0,Maine,2019
Social Media,"$22,350",Maine,2019
Virtual Currency,"$18,155",Maine,2019
Advanced Fee,"$1,438,936",Maryland,2019
BEC/EAC,"$6,471,883",Maryland,2019
Charity,$0,Maryland,2019
Civil Matter,"$490,659",Maryland,2019
Confidence Fraud/Romance,"$5,304,814",Maryland,2019
Corporate Data Breach,"$1,136,407",Maryland,2019
Credit Card Fraud,"$524,093",Maryland,2019
Crimes Against Children,"$7,099",Maryland,2019
Criminal Forums,$0,Maryland,2019
Denial of Service/TDos,$0,Maryland,2019
Employment,"$196,705",Maryland,2019
Extortion,"$1,517,833",Maryland,2019
Gambling,$0,Maryland,2019
Government Impersonation,"$382,948",Maryland,2019
Hacktivist,$0,Maryland,2019
Harassment/Threats of Violence,"$214,562",Maryland,2019
Health Care Related,$525,Maryland,2019
IPR/Copyright and Counterfeit,"$11,156",Maryland,2019
Identity Theft,"$1,052,483",Maryland,2019
Investment,"$4,491,726",Maryland,2019
Lottery/Sweepstakes/Inheritance,"$334,943",Maryland,2019
Malware/Scareware/Virus,$0,Maryland,2019
Misrepresentation,"$100,161",Maryland,2019
No Lead Value,$0,Maryland,2019
Non-payment/Non-Delivery,"$1,050,176",Maryland,2019
Other,"$523,515",Maryland,2019
Overpayment,"$365,110",Maryland,2019
Personal Data Breach,"$104,865",Maryland,2019
Phishing/Vishing/Smishing/Pharming,"$145,808",Maryland,2019
Ransomware,$0,Maryland,2019
Re-shipping,"$23,220",Maryland,2019
Real Estate/Rental,"$3,624,844",Maryland,2019
Spoofing,"$692,181",Maryland,2019
Tech Support,"$110,745",Maryland,2019
Terrorism,$0,Maryland,2019
Social Media,"$679,029",Maryland,2019
Virtual Currency,"$4,174,364",Maryland,2019
Advanced Fee,"$899,782",Massachusetts,2019
BEC/EAC,"$4,022,237",Massachusetts,2019
Charity,$0,Massachusetts,2019
Civil Matter,"$150,892",Massachusetts,2019
Confidence Fraud/Romance,"$1,982,667",Massachusetts,2019
Corporate Data Breach,"$6,007,500",Massachusetts,2019
Credit Card Fraud,"$481,801",Massachusetts,2019
Crimes Against Children,"$900,000",Massachusetts,2019
Criminal Forums,$0,Massachusetts,2019
Denial of Service/TDos,"$6,000,000",Massachusetts,2019
Employment,"$550,290",Massachusetts,2019
Extortion,"$213,154",Massachusetts,2019
Gambling,"$1,000",Massachusetts,2019
Government Impersonation,"$61,571",Massachusetts,2019
Hacktivist,$0,Massachusetts,2019
Harassment/Threats of Violence,"$991,581",Massachusetts,2019
Health Care Related,$0,Massachusetts,2019
IPR/Copyright and Counterfeit,"$9,781",Massachusetts,2019
Identity Theft,"$2,355,330",Massachusetts,2019
Investment,"$394,179",Massachusetts,2019
Lottery/Sweepstakes/Inheritance,"$528,220",Massachusetts,2019
Malware/Scareware/Virus,$0,Massachusetts,2019
Misrepresentation,"$8,392",Massachusetts,2019
No Lead Value,$0,Massachusetts,2019
Non-payment/Non-Delivery,"$1,155,354",Massachusetts,2019
Other,"$34,278",Massachusetts,2019
Overpayment,"$297,764",Massachusetts,2019
Personal Data Breach,"$1,704,566",Massachusetts,2019
Phishing/Vishing/Smishing/Pharming,"$6,143,139",Massachusetts,2019
Ransomware,$0,Massachusetts,2019
Re-shipping,$302,Massachusetts,2019
Real Estate/Rental,"$1,475,385",Massachusetts,2019
Spoofing,"$403,921",Massachusetts,2019
Tech Support,"$85,074",Massachusetts,2019
Terrorism,$0,Massachusetts,2019
Social Media,"$628,377",Massachusetts,2019
Virtual Currency,"$1,094,376",Massachusetts,2019
Advanced Fee,"$1,228,942",Michigan,2019
BEC/EAC,"$3,697,362",Michigan,2019
Charity,"$10,050",Michigan,2019
Civil Matter,"$200,040",Michigan,2019
