Crime Type,Loss Amount,State/Territory,Year
Phishing/Vishing/Smishing/Pharming,$0,Maryland,2018
Ransomware,"$4,188",Maryland,2018
Re-shipping,"$441,164",Maryland,2018
Real Estate/Rental,"$58,258",Maryland,2018
Spoofing,"$204,133",Maryland,2018
Tech Support,$0,Maryland,2018
Social Media,"$269,724",Maryland,2018
Virtual Currency,"$434,969",Maryland,2018
Advanced Fee,"$285,464",Massachusetts,2018
BEC/EAC,"$2,692,095",Massachusetts,2018
Charity,$0,Massachusetts,2018
Civil Matter,"$14,974",Massachusetts,2018
Confidence Fraud/Romance,"$4,134,973",Massachusetts,2018
Corporate Data Breach,"$43,753",Massachusetts,2018
Credit Card Fraud,"$179,741",Massachusetts,2018
Crimes Against Children,$0,Massachusetts,2018
Criminal Forums,$0,Massachusetts,2018
Denial of Service/TDos,"$508,040",Massachusetts,2018
Employment,"$14,598",Massachusetts,2018
Extortion,$0,Massachusetts,2018
Gambling,"$46,125",Massachusetts,2018
Government Impersonation,$0,Massachusetts,2018
Hacktivist,"$9,620",Massachusetts,2018
Harassment/Threats of Violence,"$1,349",Massachusetts,2018
Health Care Related,"$18,231",Massachusetts,2018
IPR/Copyright and Counterfeit,"$421,315",Massachusetts,2018
Identity Theft,"$257,993",Massachusetts,2018
Investment,"$303,890",Massachusetts,2018
Lottery/Sweepstakes/Inheritance,"$2,183",Massachusetts,2018
Malware/Scareware/Virus,"$70,500",Massachusetts,2018
Misrepresentation,$0,Massachusetts,2018
No Lead Value,"$765,112",Massachusetts,2018
Non-payment/Non-Delivery,"$24,618",Massachusetts,2018
Other,"$525,493",Massachusetts,2018
Overpayment,"$469,077",Massachusetts,2018
Personal Data Breach,"$121,519",Massachusetts,2018
Phishing/Vishing/Smishing/Pharming,$0,Massachusetts,2018
Ransomware,$0,Massachusetts,2018
Re-shipping,"$1,120,266",Massachusetts,2018
Real Estate/Rental,"$101,921",Massachusetts,2018
Spoofing,"$102,045",Massachusetts,2018
Tech Support,$0,Massachusetts,2018
Social Media,"$404,336",Massachusetts,2018
Virtual Currency,"$74,070",Massachusetts,2018
Advanced Fee,"$524,744",Michigan,2018
BEC/EAC,"$10,751,151",Michigan,2018
Charity,$0,Michigan,2018
Civil Matter,"$1,052,334",Michigan,2018
Confidence Fraud/Romance,"$1,795,411",Michigan,2018
Corporate Data Breach,"$65,541",Michigan,2018
Credit Card Fraud,"$383,212",Michigan,2018
Crimes Against Children,$0,Michigan,2018
Criminal Forums,"$1,000,000",Michigan,2018
Denial of Service/TDos,"$537,187",Michigan,2018
Employment,"$653,237",Michigan,2018
Extortion,$0,Michigan,2018
Gambling,"$605,326",Michigan,2018
Government Impersonation,$0,Michigan,2018
Hacktivist,"$1,674,574",Michigan,2018
Harassment/Threats of Violence,$555,Michigan,2018
Health Care Related,"$42,037",Michigan,2018
IPR/Copyright and Counterfeit,"$176,006",Michigan,2018
Identity Theft,"$434,222",Michigan,2018
Investment,"$238,602",Michigan,2018
Lottery/Sweepstakes/Inheritance,"$3,163",Michigan,2018
Malware/Scareware/Virus,"$78,806",Michigan,2018
Misrepresentation,$0,Michigan,2018
No Lead Value,"$3,342,434",Michigan,2018
Non-payment/Non-Delivery,"$1,026,073",Michigan,2018
Other,"$838,306",Michigan,2018
Overpayment,"$969,530",Michigan,2018
Personal Data Breach,"$37,632",Michigan,2018
Phishing/Vishing/Smishing/Pharming,$0,Michigan,2018
Ransomware,$0,Michigan,2018
Re-shipping,"$926,901",Michigan,2018
Real Estate/Rental,"$72,894",Michigan,2018
Spoofing,"$134,668",Michigan,2018
Tech Support,$0,Michigan,2018
Social Media,"$9,486,932",Michigan,2018
Virtual Currency,"$464,669",Michigan,2018
Advanced Fee,"$266,387",Minnesota,2018
BEC/EAC,"$1,985,868",Minnesota,2018
Charity,$0,Minnesota,2018
Civil Matter,"$4,791",Minnesota,2018
Confidence Fraud/Romance,"$1,441,788",Minnesota,2018
Corporate Data Breach,"$20,745",Minnesota,2018
Credit Card Fraud,"$177,703",Minnesota,2018
Crimes Against Children,$0,Minnesota,2018
Criminal Forums,$0,Minnesota,2018
Denial of Service/TDos,"$428,757",Minnesota,2018
Employment,"$56,362",Minnesota,2018
Extortion,$0,Minnesota,2018
Gambling,"$42,642",Minnesota,2018
Government Impersonation,$0,Minnesota,2018
Hacktivist,"$12,200",Minnesota,2018
Harassment/Threats of Violence,"$3,000",Minnesota,2018
Health Care Related,"$18,283",Minnesota,2018
IPR/Copyright and Counterfeit,"$719,224",Minnesota,2018
Identity Theft,"$28,343",Minnesota,2018
Investment,"$58,150",Minnesota,2018
Lottery/Sweepstakes/Inheritance,$0,Minnesota,2018
Malware/Scareware/Virus,"$51,469",Minnesota,2018
Misrepresentation,$0,Minnesota,2018
No Lead Value,"$1,405,392",Minnesota,2018
Non-payment/Non-Delivery,"$3,729",Minnesota,2018
Other,"$292,604",Minnesota,2018
Overpayment,"$153,746",Minnesota,2018
Personal Data Breach,"$24,641",Minnesota,2018
Phishing/Vishing/Smishing/Pharming,$0,Minnesota,2018
Ransomware,$1,Minnesota,2018
Re-shipping,"$351,124",Minnesota,2018
Real Estate/Rental,"$624,008",Minnesota,2018
Spoofing,"$14,472",Minnesota,2018
Tech Support,$0,Minnesota,2018
Social Media,"$750,925",Minnesota,2018
Virtual Currency,"$31,791",Minnesota,2018
Advanced Fee,"$60,397",Mississippi,2018
BEC/EAC,"$135,383",Mississippi,2018
Charity,$0,Mississippi,2018
Civil Matter,"$1,500",Mississippi,2018
Confidence Fraud/Romance,"$1,786,758",Mississippi,2018
Corporate Data Breach,"$282,300",Mississippi,2018
Credit Card Fraud,"$322,379",Mississippi,2018
Crimes Against Children,$0,Mississippi,2018
Criminal Forums,$0,Mississippi,2018
Denial of Service/TDos,"$34,569",Mississippi,2018
Employment,"$16,150",Mississippi,2018
Extortion,$0,Mississippi,2018
Gambling,$125,Mississippi,2018
Government Impersonation,$0,Mississippi,2018
Hacktivist,$100,Mississippi,2018
Harassment/Threats of Violence,"$4,425",Mississippi,2018
Health Care Related,$520,Mississippi,2018
IPR/Copyright and Counterfeit,"$33,871",Mississippi,2018
Identity Theft,"$272,338",Mississippi,2018
Investment,"$8,555",Mississippi,2018
Lottery/Sweepstakes/Inheritance,$0,Mississippi,2018
Malware/Scareware/Virus,"$1,749",Mississippi,2018
Misrepresentation,$0,Mississippi,2018
No Lead Value,"$875,937",Mississippi,2018
Non-payment/Non-Delivery,"$14,073",Mississippi,2018
Other,"$283,276",Mississippi,2018
Overpayment,"$25,602",Mississippi,2018
Personal Data Breach,"$4,364",Mississippi,2018
Phishing/Vishing/Smishing/Pharming,$0,Mississippi,2018
Ransomware,"$3,878",Mississippi,2018
Re-shipping,"$89,110",Mississippi,2018
Real Estate/Rental,"$55,400",Mississippi,2018
Spoofing,"$2,290",Mississippi,2018
Tech Support,$0,Mississippi,2018
Social Media,"$56,802",Mississippi,2018
Virtual Currency,"$275,828",Mississippi,2018
Advanced Fee,"$1,098,005",Missouri,2018
BEC/EAC,"$4,160,661",Missouri,2018
Charity,$0,Missouri,2018
Civil Matter,"$1,505",Missouri,2018
Confidence Fraud/Romance,"$1,783,708",Missouri,2018
Corporate Data Breach,"$159,156",Missouri,2018
Credit Card Fraud,"$1,542,605",Missouri,2018
Crimes Against Children,$0,Missouri,2018
Criminal Forums,$0,Missouri,2018
Denial of Service/TDos,"$138,147",Missouri,2018
Employment,"$15,950",Missouri,2018
Extortion,$0,Missouri,2018
Gambling,"$23,241",Missouri,2018
Government Impersonation,$0,Missouri,2018
Hacktivist,"$69,986",Missouri,2018
Harassment/Threats of Violence,$0,Missouri,2018
Health Care Related,$778,Missouri,2018
IPR/Copyright and Counterfeit,"$243,727",Missouri,2018
Identity Theft,"$138,268",Missouri,2018
Investment,"$135,308",Missouri,2018
Lottery/Sweepstakes/Inheritance,"$2,739",Missouri,2018
Malware/Scareware/Virus,"$291,391",Missouri,2018
Misrepresentation,$0,Missouri,2018
No Lead Value,"$3,138,137",Missouri,2018
Non-payment/Non-Delivery,"$89,961",Missouri,2018
Other,"$234,056",Missouri,2018
Overpayment,"$35,668",Missouri,2018
Personal Data Breach,"$76,574",Missouri,2018
Phishing/Vishing/Smishing/Pharming,$0,Missouri,2018
Ransomware,"$7,500",Missouri,2018
Re-shipping,"$3,401,586",Missouri,2018
Real Estate/Rental,"$327,508",Missouri,2018
Spoofing,"$74,951",Missouri,2018
Tech Support,$0,Missouri,2018
Social Media,"$194,719",Missouri,2018
Virtual Currency,"$39,650",Missouri,2018
Advanced Fee,"$58,593",Montana,2018
BEC/EAC,"$52,000",Montana,2018
Charity,$0,Montana,2018
Civil Matter,"$341,000",Montana,2018
Confidence Fraud/Romance,"$373,367",Montana,2018
Corporate Data Breach,$0,Montana,2018
Credit Card Fraud,"$39,511",Montana,2018
Crimes Against Children,$0,Montana,2018
Criminal Forums,$0,Montana,2018
Denial of Service/TDos,"$8,305",Montana,2018
Employment,$498,Montana,2018
Extortion,$0,Montana,2018
Gambling,$498,Montana,2018
Government Impersonation,$0,Montana,2018
Hacktivist,$0,Montana,2018
Harassment/Threats of Violence,$0,Montana,2018
Health Care Related,$0,Montana,2018
IPR/Copyright and Counterfeit,"$4,010",Montana,2018
Identity Theft,"$45,000",Montana,2018
Investment,$0,Montana,2018
Lottery/Sweepstakes/Inheritance,"$1,000",Montana,2018
Malware/Scareware/Virus,"$12,650",Montana,2018
Misrepresentation,$0,Montana,2018
No Lead Value,"$1,220,959",Montana,2018
Non-payment/Non-Delivery,"$1,200",Montana,2018
Other,"$10,718",Montana,2018
Overpayment,$100,Montana,2018
Personal Data Breach,"$1,700",Montana,2018
Phishing/Vishing/Smishing/Pharming,$0,Montana,2018
Ransomware,$0,Montana,2018
Re-shipping,"$18,450",Montana,2018
Real Estate/Rental,"$102,180",Montana,2018
Spoofing,"$12,189",Montana,2018
Tech Support,$0,Montana,2018
Social Media,"$26,649",Montana,2018
Virtual Currency,$283,Montana,2018
Advanced Fee,"$1,667,680",Nebraska,2018
BEC/EAC,"$298,282",Nebraska,2018
Charity,"$4,600",Nebraska,2018
Civil Matter,"$2,140",Nebraska,2018
Confidence Fraud/Romance,"$376,862",Nebraska,2018
Corporate Data Breach,"$42,000",Nebraska,2018
Credit Card Fraud,"$64,145",Nebraska,2018
Crimes Against Children,$0,Nebraska,2018
Criminal Forums,$0,Nebraska,2018
Denial of Service/TDos,"$25,800",Nebraska,2018
Employment,$670,Nebraska,2018
Extortion,$0,Nebraska,2018
Gambling,"$70,000",Nebraska,2018
Government Impersonation,$0,Nebraska,2018
Hacktivist,$0,Nebraska,2018
Harassment/Threats of Violence,$0,Nebraska,2018
Health Care Related,"$6,067",Nebraska,2018
IPR/Copyright and Counterfeit,"$8,297",Nebraska,2018
Identity Theft,"$83,534",Nebraska,2018
Investment,$0,Nebraska,2018
Lottery/Sweepstakes/Inheritance,$0,Nebraska,2018
Malware/Scareware/Virus,"$84,838",Nebraska,2018
Misrepresentation,$0,Nebraska,2018
No Lead Value,"$4,453,465",Nebraska,2018
Non-payment/Non-Delivery,"$1,642",Nebraska,2018
Other,"$34,390",Nebraska,2018
Overpayment,"$3,400",Nebraska,2018
Personal Data Breach,"$21,322",Nebraska,2018
Phishing/Vishing/Smishing/Pharming,$0,Nebraska,2018
Ransomware,"$2,000",Nebraska,2018
Re-shipping,"$97,542",Nebraska,2018
Real Estate/Rental,"$291,645",Nebraska,2018
Spoofing,"$5,881",Nebraska,2018
Tech Support,$0,Nebraska,2018
Social Media,"$169,509",Nebraska,2018
Virtual Currency,"$11,642",Nebraska,2018
Advanced Fee,"$3,483,757",Nevada,2018
BEC/EAC,"$2,032,798",Nevada,2018
Charity,"$9,349",Nevada,2018
Civil Matter,"$296,260",Nevada,2018
Confidence Fraud/Romance,"$951,054",Nevada,2018
Corporate Data Breach,"$248,940",Nevada,2018
Credit Card Fraud,"$1,622,103",Nevada,2018
Crimes Against Children,$500,Nevada,2018
Criminal Forums,$0,Nevada,2018
Denial of Service/TDos,"$416,402",Nevada,2018
Employment,"$200,972",Nevada,2018
Extortion,"$53,400",Nevada,2018
Gambling,"$14,891",Nevada,2018
Government Impersonation,$0,Nevada,2018
Hacktivist,"$168,057",Nevada,2018
Harassment/Threats of Violence,"$101,842",Nevada,2018
Health Care Related,"$6,770",Nevada,2018
IPR/Copyright and Counterfeit,"$863,937",Nevada,2018
Identity Theft,"$10,580,972",Nevada,2018
Investment,"$2,762,341",Nevada,2018
Lottery/Sweepstakes/Inheritance,"$5,548",Nevada,2018
Malware/Scareware/Virus,"$574,140",Nevada,2018
Misrepresentation,$0,Nevada,2018
No Lead Value,"$2,947,914",Nevada,2018
Non-payment/Non-Delivery,"$457,816",Nevada,2018
Other,"$177,464",Nevada,2018
Overpayment,"$1,178,212",Nevada,2018
Personal Data Breach,"$68,973",Nevada,2018
Phishing/Vishing/Smishing/Pharming,$380,Nevada,2018
Ransomware,"$2,300",Nevada,2018
Re-shipping,"$1,749,977",Nevada,2018
Real Estate/Rental,"$1,486,516",Nevada,2018
Spoofing,"$321,144",Nevada,2018
Tech Support,$0,Nevada,2018
Social Media,"$514,977",Nevada,2018
Virtual Currency,"$303,831",Nevada,2018
Advanced Fee,"$151,545",New Hampshire,2018
BEC/EAC,"$3,795,101",New Hampshire,2018
Charity,$0,New Hampshire,2018
Civil Matter,"$10,000",New Hampshire,2018
Confidence Fraud/Romance,"$728,141",New Hampshire,2018
Corporate Data Breach,$0,New Hampshire,2018
Credit Card Fraud,"$29,514",New Hampshire,2018
Crimes Against Children,$0,New Hampshire,2018
Criminal Forums,$0,New Hampshire,2018
Denial of Service/TDos,"$15,327",New Hampshire,2018
Employment,"$203,777",New Hampshire,2018
Extortion,$0,New Hampshire,2018
Gambling,"$201,142",New Hampshire,2018
Government Impersonation,$0,New Hampshire,2018
Hacktivist,"$3,870",New Hampshire,2018
Harassment/Threats of Violence,$0,New Hampshire,2018
Health Care Related,$73,New Hampshire,2018
IPR/Copyright and Counterfeit,"$15,860",New Hampshire,2018
Identity Theft,"$317,720",New Hampshire,2018
Investment,"$139,000",New Hampshire,2018
Lottery/Sweepstakes/Inheritance,$0,New Hampshire,2018
Malware/Scareware/Virus,"$6,863",New Hampshire,2018
Misrepresentation,$0,New Hampshire,2018
No Lead Value,"$105,213",New Hampshire,2018
Non-payment/Non-Delivery,"$15,000",New Hampshire,2018
Other,"$17,361",New Hampshire,2018
Overpayment,"$242,672",New Hampshire,2018
Personal Data Breach,$327,New Hampshire,2018
Phishing/Vishing/Smishing/Pharming,$0,New Hampshire,2018
Ransomware,$0,New Hampshire,2018
Re-shipping,"$17,123",New Hampshire,2018
Real Estate/Rental,"$32,904",New Hampshire,2018
Spoofing,"$248,881",New Hampshire,2018
Tech Support,$0,New Hampshire,2018
Social Media,"$399,750",New Hampshire,2018
Virtual Currency,$0,New Hampshire,2018
Advanced Fee,"$985,674",New Jersey,2018
BEC/EAC,"$6,986,647",New Jersey,2018
Charity,$125,New Jersey,2018
Civil Matter,"$4,563",New Jersey,2018
Confidence Fraud/Romance,"$7,566,036",New Jersey,2018
Corporate Data Breach,"$205,417",New Jersey,2018
Credit Card Fraud,"$851,199",New Jersey,2018
Crimes Against Children,$0,New Jersey,2018
Criminal Forums,$0,New Jersey,2018
Denial of Service/TDos,"$322,715",New Jersey,2018
Employment,"$419,450",New Jersey,2018
Extortion,$0,New Jersey,2018
Gambling,"$452,638",New Jersey,2018
Government Impersonation,$0,New Jersey,2018
Hacktivist,"$275,971",New Jersey,2018
Harassment/Threats of Violence,$780,New Jersey,2018
Health Care Related,"$69,922",New Jersey,2018
IPR/Copyright and Counterfeit,"$946,893",New Jersey,2018
Identity Theft,"$2,263,912",New Jersey,2018
Investment,"$599,003",New Jersey,2018
Lottery/Sweepstakes/Inheritance,"$107,023",New Jersey,2018
Malware/Scareware/Virus,"$166,570",New Jersey,2018
Misrepresentation,$0,New Jersey,2018
No Lead Value,"$2,104,688",New Jersey,2018
Non-payment/Non-Delivery,"$739,883",New Jersey,2018
Other,"$619,979",New Jersey,2018
Overpayment,"$525,843",New Jersey,2018
Personal Data Breach,"$157,385",New Jersey,2018
Phishing/Vishing/Smishing/Pharming,$0,New Jersey,2018
Ransomware,"$27,638",New Jersey,2018
Re-shipping,"$1,434,692",New Jersey,2018
Real Estate/Rental,"$303,121",New Jersey,2018
Spoofing,"$464,226",New Jersey,2018
Tech Support,$0,New Jersey,2018
Social Media,"$712,733",New Jersey,2018
Virtual Currency,"$959,184",New Jersey,2018
Advanced Fee,"$232,475",New Mexico,2018
BEC/EAC,"$349,272",New Mexico,2018
Charity,$0,New Mexico,2018
Civil Matter,$0,New Mexico,2018
Confidence Fraud/Romance,"$1,990,353",New Mexico,2018
Corporate Data Breach,$0,New Mexico,2018
Credit Card Fraud,"$32,890",New Mexico,2018
Crimes Against Children,$0,New Mexico,2018
Criminal Forums,$0,New Mexico,2018
Denial of Service/TDos,"$21,201",New Mexico,2018
Employment,"$1,795,528",New Mexico,2018
Extortion,$0,New Mexico,2018
Gambling,"$1,774,215",New Mexico,2018
Government Impersonation,$0,New Mexico,2018
Hacktivist,"$1,781,015",New Mexico,2018
Harassment/Threats of Violence,"$1,300",New Mexico,2018
Health Care Related,"$1,000",New Mexico,2018
IPR/Copyright and Counterfeit,"$24,652",New Mexico,2018
Identity Theft,"$38,944",New Mexico,2018
Investment,"$1,989,525",New Mexico,2018
Lottery/Sweepstakes/Inheritance,$100,New Mexico,2018
Malware/Scareware/Virus,"$8,284",New Mexico,2018
Misrepresentation,$0,New Mexico,2018
No Lead Value,"$487,663",New Mexico,2018
Non-payment/Non-Delivery,"$24,288",New Mexico,2018
Other,"$51,958",New Mexico,2018
Overpayment,"$21,873",New Mexico,2018
Personal Data Breach,"$57,331",New Mexico,2018
Phishing/Vishing/Smishing/Pharming,$0,New Mexico,2018
Ransomware,$0,New Mexico,2018
Re-shipping,"$529,604",New Mexico,2018
Real Estate/Rental,"$2,985",New Mexico,2018
Spoofing,"$11,305",New Mexico,2018
Tech Support,$0,New Mexico,2018
Social Media,"$37,968",New Mexico,2018
Virtual Currency,$0,New Mexico,2018
Advanced Fee,"$12,716,591",New York,2018
BEC/EAC,"$15,687,551",New York,2018
Charity,$0,New York,2018
Civil Matter,"$1,504,443",New York,2018
Confidence Fraud/Romance,"$14,754,664",New York,2018
Corporate Data Breach,"$506,305",New York,2018
Credit Card Fraud,"$3,564,836",New York,2018
Crimes Against Children,$65,New York,2018
Criminal Forums,"$59,690",New York,2018
Denial of Service/TDos,"$7,230,675",New York,2018
Employment,"$998,903",New York,2018
Extortion,"$115,489",New York,2018
Gambling,"$2,483,002",New York,2018
Government Impersonation,$0,New York,2018
Hacktivist,"$566,131",New York,2018
Harassment/Threats of Violence,"$7,204",New York,2018
Health Care Related,"$225,612",New York,2018
IPR/Copyright and Counterfeit,"$1,775,111",New York,2018
Identity Theft,"$13,140,754",New York,2018
Investment,"$9,301,492",New York,2018
Lottery/Sweepstakes/Inheritance,"$14,964",New York,2018
Malware/Scareware/Virus,"$1,808,112",New York,2018
Misrepresentation,$0,New York,2018
No Lead Value,"$12,633,917",New York,2018
Non-payment/Non-Delivery,"$247,978",New York,2018
Other,"$3,069,734",New York,2018
Overpayment,"$2,149,082",New York,2018
Personal Data Breach,"$835,977",New York,2018
Phishing/Vishing/Smishing/Pharming,$0,New York,2018
Ransomware,"$534,991",New York,2018
Re-shipping,"$11,940,333",New York,2018
Real Estate/Rental,"$713,097",New York,2018
Spoofing,"$1,721,396",New York,2018
Tech Support,$0,New York,2018
Social Media,"$6,001,943",New York,2018
Virtual Currency,"$3,120,830",New York,2018
Advanced Fee,"$627,365",North Carolina,2018
BEC/EAC,"$5,005,735",North Carolina,2018
Charity,$20,North Carolina,2018
Civil Matter,"$5,581",North Carolina,2018
Confidence Fraud/Romance,"$5,957,537",North Carolina,2018
Corporate Data Breach,"$114,999",North Carolina,2018
Credit Card Fraud,"$445,150",North Carolina,2018
Crimes Against Children,$0,North Carolina,2018
Criminal Forums,$0,North Carolina,2018
Denial of Service/TDos,"$1,226,748",North Carolina,2018
Employment,"$155,999",North Carolina,2018
Extortion,"$1,000",North Carolina,2018
Gambling,"$38,980",North Carolina,2018
Government Impersonation,$0,North Carolina,2018
Hacktivist,"$34,132",North Carolina,2018
Harassment/Threats of Violence,$260,North Carolina,2018
Health Care Related,"$1,894",North Carolina,2018
IPR/Copyright and Counterfeit,"$128,631",North Carolina,2018
Identity Theft,"$3,269,720",North Carolina,2018
Investment,"$218,391",North Carolina,2018
Lottery/Sweepstakes/Inheritance,"$2,422",North Carolina,2018
Malware/Scareware/Virus,"$224,089",North Carolina,2018
Misrepresentation,$0,North Carolina,2018
No Lead Value,"$1,392,386",North Carolina,2018
Non-payment/Non-Delivery,"$23,260",North Carolina,2018
Other,"$294,294",North Carolina,2018
Overpayment,"$88,121",North Carolina,2018
Personal Data Breach,"$173,821",North Carolina,2018
Phishing/Vishing/Smishing/Pharming,$0,North Carolina,2018
Ransomware,$90,North Carolina,2018
Re-shipping,"$1,248,383",North Carolina,2018
Real Estate/Rental,"$759,800",North Carolina,2018
Spoofing,"$83,230",North Carolina,2018
Tech Support,$0,North Carolina,2018
Social Media,"$1,600,974",North Carolina,2018
Virtual Currency,"$379,419",North Carolina,2018
Advanced Fee,"$54,489",North Dakota,2018
BEC/EAC,"$1,770",North Dakota,2018
Charity,$0,North Dakota,2018
